day,cycle,name,status,risk
17,71,Individual351,L,0.8646647167633873
17,71,Individual7509,L,0.9975212478233336
17,71,Individual8272,L,0.9975212478233336
17,71,Individual4683,L,0.8646647167633873
17,71,Individual9043,L,0.8646647167633873
17,71,Individual8343,L,0.8646647167633873
17,71,Individual6892,L,0.9975212478233336
17,71,Individual1796,L,0.950212931632136
17,71,Individual3079,L,0.8646647167633873
17,71,Individual2919,L,0.9975212478233336
17,71,Individual7367,L,0.9975212478233336
17,71,Individual6577,L,0.8646647167633873
17,71,Individual500,L,0.9975212478233336
17,71,Individual7074,L,0.9975212478233336
17,71,Individual1588,L,0.9975212478233336
17,71,Individual5590,L,0.9975212478233336
17,71,Individual4928,L,0.8646647167633873
17,71,Individual9180,Ip,0.8646647167633873
17,71,Individual7351,L,0.8646647167633873
17,71,Individual1906,L,0.6321205588285577
17,71,Individual1834,L,0.9975212478233336
17,71,Individual8575,L,0.8646647167633873
17,71,Individual7197,L,0.6321205588285577
17,71,Individual4269,L,0.950212931632136
17,71,Individual424,L,0.8646647167633873
17,71,Individual1369,L,0.9975212478233336
17,71,Individual8843,L,0.9975212478233336
17,71,Individual2264,S,0.6321205588285577
17,71,Individual1037,L,0.9975212478233336
17,71,Individual2814,L,0.6321205588285577
17,71,Individual9080,L,0.9975212478233336
17,71,Individual3853,L,0.8646647167633873
17,71,Individual7170,L,0.9975212478233336
17,71,Individual6897,L,0.6321205588285577
17,71,Individual4095,L,0.8646647167633873
17,71,Individual7238,L,0.9975212478233336
17,71,Individual7445,L,0.8646647167633873
17,71,Individual7776,L,0.950212931632136
17,71,Individual8827,L,0.8646647167633873
17,71,Individual9100,L,0.9975212478233336
17,71,Individual1749,S,0.6321205588285577
18,72,Individual6014,L,0.8646647167633873
18,72,Individual5551,L,0.8646647167633873
18,72,Individual273,S,0.8646647167633873
18,72,Individual1683,L,0.9975212478233336
18,72,Individual7360,L,0.9975212478233336
18,72,Individual446,L,0.11701964434787852
18,72,Individual8463,L,0.9975212478233336
18,72,Individual4780,L,0.3180923728035784
18,72,Individual8850,S,0.6321205588285577
18,72,Individual1872,L,0.8646647167633873
18,72,Individual6392,S,0.6321205588285577
18,72,Individual6205,L,0.9975212478233336
18,72,Individual7287,L,0.9975212478233336
18,72,Individual8892,L,0.9975212478233336
18,72,Individual8018,L,0.9975212478233336
18,72,Individual4144,L,0.9975212478233336
18,72,Individual8064,L,0.950212931632136
18,72,Individual2939,L,0.8646647167633873
18,72,Individual1269,L,0.9975212478233336
18,72,Individual3442,L,0.9975212478233336
18,72,Individual5592,L,0.9975212478233336
18,72,Individual3761,L,0.9975212478233336
18,72,Individual4298,L,0.8646647167633873
18,72,Individual681,L,0.6321205588285577
18,72,Individual7692,L,0.8646647167633873
18,72,Individual3251,L,0.9975212478233336
18,72,Individual3372,L,0.9975212478233336
18,72,Individual9090,L,0.9975212478233336
18,72,Individual9053,L,0.8646647167633873
18,72,Individual5159,L,0.950212931632136
18,72,Individual4963,L,0.8646647167633873
18,72,Individual123,L,0.9975212478233336
18,72,Individual7069,L,0.6321205588285577
18,72,Individual2188,L,0.9975212478233336
18,72,Individual3968,L,0.950212931632136
18,72,Individual3404,L,0.8646647167633873
18,72,Individual5154,S,0.6321205588285577
18,72,Individual1373,L,0.9975212478233336
18,72,Individual3856,Ip,0.8646647167633873
18,72,Individual3488,L,0.9975212478233336
18,72,Individual8498,L,0.9975212478233336
18,72,Individual8727,S,0.8646647167633873
18,72,Individual6326,L,0.9975212478233336
18,72,Individual6658,S,0.8646647167633873
18,72,Individual8367,L,0.8646647167633873
18,72,Individual2705,L,0.11701964434787852
18,72,Individual1108,L,0.8646647167633873
18,72,Individual5550,S,0.8646647167633873
18,72,Individual625,L,0.9975212478233336
18,72,Individual3981,L,0.8646647167633873
18,72,Individual4728,S,0.6321205588285577
18,72,Individual3018,L,0.8646647167633873
18,72,Individual5040,S,0.8646647167633873
18,72,Individual7373,L,0.8646647167633873
18,72,Individual2054,L,0.950212931632136
18,72,Individual680,L,0.8646647167633873
18,72,Individual1230,L,0.9975212478233336
18,72,Individual2532,L,0.6321205588285577
18,72,Individual12,L,0.031471429479129766
18,72,Individual1135,L,0.6321205588285577
18,72,Individual6361,L,0.9975212478233336
18,72,Individual3657,L,0.9975212478233336
18,72,Individual8541,L,0.8646647167633873
18,72,Individual1590,S,0.8646647167633873
18,72,Individual733,S,0.9975212478233336
18,72,Individual1884,L,0.8646647167633873
18,72,Individual7081,L,0.9975212478233336
18,72,Individual1769,L,0.8646647167633873
18,72,Individual8360,L,0.6321205588285577
18,72,Individual39,L,0.8646647167633873
18,72,Individual6097,L,0.9975212478233336
18,72,Individual5889,L,0.9975212478233336
18,72,Individual8363,L,0.8646647167633873
18,72,Individual9113,L,0.9975212478233336
18,72,Individual4484,L,0.950212931632136
18,72,Individual4175,S,0.6321205588285577
18,72,Individual6223,S,0.8646647167633873
18,72,Individual6344,S,0.6321205588285577
18,72,Individual7407,L,0.8646647167633873
18,72,Individual3096,L,0.8646647167633873
18,72,Individual4770,L,0.8646647167633873
18,72,Individual4702,L,0.9975212478233336
18,72,Individual1498,L,0.9975212478233336
18,72,Individual3668,L,0.950212931632136
18,72,Individual4975,L,0.9975212478233336
18,72,Individual6327,L,0.9975212478233336
18,72,Individual4853,L,0.9975212478233336
18,72,Individual3072,L,0.9975212478233336
18,72,Individual5834,L,0.9975212478233336
18,72,Individual8990,L,0.8646647167633873
18,72,Individual300,L,0.8646647167633873
18,72,Individual5289,L,0.8646647167633873
18,72,Individual4628,L,0.8646647167633873
18,72,Individual5252,L,0.8646647167633873
18,72,Individual1957,L,0.950212931632136
18,72,Individual5815,S,0.8646647167633873
18,72,Individual3097,L,0.950212931632136
18,72,Individual170,L,0.9975212478233336
18,72,Individual3496,L,0.8646647167633873
18,72,Individual4084,L,0.8646647167633873
18,72,Individual4218,L,0.8646647167633873
18,72,Individual6134,S,0.8646647167633873
18,72,Individual6362,L,0.8646647167633873
18,72,Individual7693,L,0.8646647167633873
18,72,Individual4806,L,0.6321205588285577
18,73,Individual8434,L,0.8646647167633873
18,73,Individual1416,L,0.8646647167633873
18,73,Individual701,L,0.8646647167633873
18,73,Individual3759,L,0.8646647167633873
18,73,Individual7581,S,0.8646647167633873
18,73,Individual914,L,0.8646647167633873
18,73,Individual4822,L,0.8646647167633873
18,73,Individual132,L,0.9975212478233336
18,73,Individual4111,L,0.8646647167633873
18,73,Individual7591,L,0.6321205588285577
18,73,Individual8685,L,0.9975212478233336
18,73,Individual7503,L,0.9975212478233336
18,73,Individual7353,L,0.9975212478233336
18,73,Individual5772,S,0.3180923728035784
18,73,Individual7822,L,0.3180923728035784
18,73,Individual252,L,0.9816843611112658
18,73,Individual4782,L,0.6321205588285577
18,73,Individual6159,L,0.9975212478233336
18,73,Individual3664,L,0.6321205588285577
18,73,Individual1583,L,0.9975212478233336
18,73,Individual5388,L,0.9975212478233336
18,73,Individual1717,L,0.950212931632136
18,73,Individual409,S,0.8646647167633873
18,73,Individual8727,S,0.11701964434787852
18,73,Individual8573,L,0.6321205588285577
18,73,Individual3343,S,0.6321205588285577
18,73,Individual5148,L,0.8646647167633873
18,73,Individual5370,Ip,0.8646647167633873
18,73,Individual4005,L,0.950212931632136
18,73,Individual8731,L,0.6321205588285577
18,73,Individual6670,L,0.8646647167633873
18,73,Individual1128,L,0.8646647167633873
18,73,Individual2655,L,0.950212931632136
18,73,Individual5560,L,0.9975212478233336
18,73,Individual6849,L,0.9975212478233336
18,73,Individual6449,L,0.9975212478233336
18,73,Individual5325,L,0.8646647167633873
18,73,Individual4060,L,0.9975212478233336
18,73,Individual4279,L,0.9975212478233336
18,73,Individual110,L,0.8646647167633873
18,73,Individual5086,L,0.9975212478233336
18,73,Individual3060,L,0.950212931632136
18,73,Individual7070,L,0.8646647167633873
18,73,Individual8589,L,0.950212931632136
18,73,Individual4050,L,0.9975212478233336
18,73,Individual4214,L,0.9975212478233336
18,73,Individual8443,L,0.950212931632136
18,73,Individual2099,S,0.6321205588285577
18,73,Individual7024,L,0.9975212478233336
18,73,Individual5016,L,0.950212931632136
18,73,Individual4203,L,0.6321205588285577
18,73,Individual2765,S,0.6321205588285577
18,73,Individual5524,L,0.8646647167633873
18,73,Individual7095,L,0.9975212478233336
18,73,Individual5457,L,0.9975212478233336
18,73,Individual6727,Ip,0.8646647167633873
18,73,Individual9144,L,0.9975212478233336
18,73,Individual6960,L,0.9975212478233336
18,73,Individual7770,Ip,0.9975212478233336
18,73,Individual2036,L,0.9975212478233336
18,73,Individual5827,L,0.9975212478233336
18,73,Individual5317,L,0.9975212478233336
18,73,Individual120,L,0.9975212478233336
18,73,Individual7404,L,0.8646647167633873
18,73,Individual2993,L,0.9975212478233336
18,73,Individual8066,Ip,0.8646647167633873
18,73,Individual1374,L,0.9975212478233336
18,73,Individual7076,L,0.9975212478233336
18,73,Individual2647,L,0.9975212478233336
18,73,Individual789,L,0.9975212478233336
18,73,Individual4688,L,0.8646647167633873
18,73,Individual3525,L,0.8646647167633873
18,73,Individual7919,L,0.9975212478233336
18,73,Individual3966,Ia,0.9975212478233336
18,73,Individual8436,L,0.6321205588285577
18,73,Individual7370,L,0.9975212478233336
18,73,Individual7679,L,0.950212931632136
18,73,Individual5729,L,0.950212931632136
18,73,Individual6360,S,0.8646647167633873
18,73,Individual1149,L,0.9975212478233336
18,73,Individual1118,L,0.8646647167633873
18,73,Individual107,L,0.8646647167633873
18,73,Individual2949,L,0.6321205588285577
18,73,Individual8956,L,0.9975212478233336
18,73,Individual3468,L,0.9975212478233336
18,74,Individual4392,L,0.6321205588285577
18,74,Individual1288,S,0.8646647167633873
18,74,Individual5545,L,0.9975212478233336
18,74,Individual6874,L,0.6321205588285577
18,74,Individual6084,L,0.9975212478233336
18,74,Individual1392,S,0.8646647167633873
18,74,Individual2941,L,0.8646647167633873
18,74,Individual1396,S,0.6321205588285577
18,74,Individual4258,L,0.9975212478233336
18,74,Individual4696,Ip,0.9975212478233336
18,74,Individual7044,L,0.8646647167633873
18,74,Individual9087,L,0.9975212478233336
18,74,Individual4693,L,0.9975212478233336
18,74,Individual757,L,0.9975212478233336
18,74,Individual7257,L,0.950212931632136
18,74,Individual5446,L,0.8646647167633873
18,74,Individual1490,L,0.8646647167633873
18,74,Individual1993,L,0.9975212478233336
18,74,Individual111,Ip,0.9975212478233336
18,74,Individual4278,L,0.8646647167633873
18,74,Individual2151,L,0.9975212478233336
18,74,Individual5561,L,0.11701964434787852
18,74,Individual949,L,0.8646647167633873
18,74,Individual8838,L,0.950212931632136
18,74,Individual7086,L,0.8646647167633873
18,74,Individual7738,L,0.8646647167633873
18,74,Individual1461,L,0.8646647167633873
18,74,Individual7266,L,0.8646647167633873
18,74,Individual4870,L,0.9975212478233336
18,74,Individual2015,L,0.9975212478233336
18,74,Individual5375,L,0.9975212478233336
18,74,Individual7314,L,0.8646647167633873
18,74,Individual6268,L,0.8646647167633873
18,74,Individual5761,L,0.8646647167633873
18,74,Individual5327,L,0.950212931632136
18,74,Individual4854,L,0.04730831619119759
18,74,Individual7361,L,0.950212931632136
18,74,Individual5792,L,0.8646647167633873
18,74,Individual5997,L,0.9975212478233336
18,74,Individual8941,L,0.8646647167633873
18,74,Individual8267,L,0.9975212478233336
18,74,Individual3774,L,0.8646647167633873
18,74,Individual6452,L,0.6321205588285577
18,74,Individual1254,S,0.6321205588285577
18,74,Individual5228,L,0.9975212478233336
18,74,Individual8761,L,0.8646647167633873
18,74,Individual6429,S,0.8646647167633873
18,74,Individual6220,L,0.8646647167633873
18,74,Individual7934,L,0.950212931632136
18,74,Individual4286,L,0.9975212478233336
18,74,Individual2168,L,0.9975212478233336
18,74,Individual4618,S,0.6321205588285577
18,74,Individual53,L,0.9975212478233336
18,74,Individual6870,S,0.6321205588285577
18,74,Individual4080,L,0.950212931632136
18,74,Individual1478,S,0.6321205588285577
18,74,Individual5505,Ia,0.8646647167633873
18,74,Individual553,L,0.950212931632136
18,74,Individual6813,L,0.8646647167633873
18,74,Individual2495,L,0.950212931632136
18,74,Individual4018,S,0.6321205588285577
18,74,Individual2840,L,0.9975212478233336
18,74,Individual6072,L,0.8646647167633873
18,74,Individual5740,L,0.9975212478233336
18,74,Individual999,L,0.9975212478233336
18,74,Individual640,S,0.8646647167633873
18,74,Individual714,S,0.8646647167633873
18,74,Individual6142,L,0.9975212478233336
18,74,Individual7423,L,0.9975212478233336
18,74,Individual5564,L,0.950212931632136
18,74,Individual9083,L,0.950212931632136
18,74,Individual4071,L,0.8646647167633873
18,74,Individual1903,L,0.9975212478233336
18,74,Individual5184,S,0.23254415793482963
18,74,Individual3778,L,0.9975212478233336
18,74,Individual6601,L,0.9975212478233336
18,74,Individual5801,L,0.9975212478233336
18,74,Individual772,L,0.9975212478233336
18,74,Individual2066,L,0.6321205588285577
18,74,Individual6178,L,0.8646647167633873
18,74,Individual2217,L,0.8646647167633873
18,74,Individual7020,L,0.6321205588285577
18,74,Individual8825,L,0.8646647167633873
18,74,Individual7695,L,0.950212931632136
18,74,Individual1589,L,0.3180923728035784
18,74,Individual8145,L,0.950212931632136
18,74,Individual3361,L,0.9975212478233336
18,74,Individual801,S,0.6321205588285577
18,74,Individual3353,L,0.11701964434787852
18,74,Individual1342,L,0.9975212478233336
18,74,Individual2933,L,0.9975212478233336
18,74,Individual4728,L,0.3180923728035784
18,74,Individual5134,L,0.8646647167633873
18,74,Individual3200,L,0.9975212478233336
18,74,Individual4801,L,0.9975212478233336
18,74,Individual5230,L,0.9975212478233336
18,74,Individual7022,L,0.9975212478233336
18,74,Individual5394,L,0.8646647167633873
18,74,Individual6305,L,0.9975212478233336
18,74,Individual9169,L,0.3180923728035784
18,74,Individual4881,L,0.8646647167633873
18,74,Individual1759,L,0.08554821486874875
18,74,Individual5949,L,0.9975212478233336
18,74,Individual5290,L,0.950212931632136
18,74,Individual3225,L,0.6321205588285577
18,74,Individual1927,L,0.8646647167633873
18,74,Individual6263,L,0.9975212478233336
18,74,Individual4531,L,0.950212931632136
18,74,Individual1892,L,0.8646647167633873
18,74,Individual3181,L,0.6321205588285577
18,74,Individual5232,L,0.9975212478233336
18,74,Individual2536,L,0.8646647167633873
18,74,Individual1121,L,0.8646647167633873
18,74,Individual6759,L,0.8646647167633873
18,74,Individual5294,L,0.8646647167633873
18,74,Individual3851,L,0.9975212478233336
18,74,Individual7283,L,0.23254415793482963
18,74,Individual1592,Ia,0.9975212478233336
18,74,Individual2383,L,0.6321205588285577
18,74,Individual1075,L,0.6321205588285577
18,74,Individual3643,S,0.8646647167633873
18,74,Individual2362,L,0.950212931632136
18,74,Individual3014,L,0.9975212478233336
18,74,Individual6507,L,0.9975212478233336
18,75,Individual3528,L,0.8646647167633873
18,75,Individual4385,L,0.9975212478233336
18,75,Individual1105,L,0.8646647167633873
18,75,Individual2232,L,0.8646647167633873
18,75,Individual1584,L,0.9975212478233336
18,75,Individual5083,L,0.8646647167633873
18,75,Individual8299,L,0.8646647167633873
18,75,Individual838,L,0.8646647167633873
18,75,Individual434,L,0.3180923728035784
18,75,Individual6984,L,0.9975212478233336
18,75,Individual7357,L,0.6321205588285577
18,75,Individual7358,S,0.6321205588285577
18,75,Individual3538,L,0.950212931632136
18,75,Individual3833,L,0.8646647167633873
18,75,Individual4855,L,0.950212931632136
18,75,Individual4483,L,0.8646647167633873
18,75,Individual6129,S,0.8646647167633873
18,75,Individual3149,L,0.8646647167633873
18,75,Individual3727,L,0.8646647167633873
18,75,Individual4407,L,0.950212931632136
18,75,Individual8526,L,0.9975212478233336
18,75,Individual1514,L,0.950212931632136
18,75,Individual8302,L,0.9975212478233336
18,75,Individual4526,L,0.9975212478233336
18,75,Individual5417,L,0.950212931632136
18,75,Individual7429,L,0.9975212478233336
18,75,Individual7309,S,0.6321205588285577
18,75,Individual3007,L,0.9975212478233336
18,75,Individual6537,L,0.6321205588285577
18,75,Individual2410,L,0.3180923728035784
18,75,Individual8428,L,0.9975212478233336
18,75,Individual5822,S,0.6321205588285577
18,75,Individual5024,L,0.950212931632136
18,75,Individual8668,L,0.8646647167633873
18,75,Individual1093,S,0.8646647167633873
18,75,Individual3561,L,0.950212931632136
18,75,Individual4859,L,0.9975212478233336
18,75,Individual1479,L,0.3180923728035784
18,75,Individual2505,S,0.8646647167633873
18,75,Individual3035,L,0.9975212478233336
18,75,Individual7575,L,0.8646647167633873
18,75,Individual2498,L,0.9975212478233336
18,75,Individual6244,L,0.9975212478233336
18,75,Individual5434,L,0.8646647167633873
18,75,Individual7308,L,0.8646647167633873
18,75,Individual1742,L,0.9975212478233336
18,75,Individual2429,L,0.9975212478233336
18,75,Individual3959,L,0.6321205588285577
18,75,Individual1549,L,0.8646647167633873
18,75,Individual2284,L,0.8646647167633873
18,75,Individual4686,L,0.9975212478233336
18,75,Individual1687,L,0.9975212478233336
18,75,Individual9071,Ip,0.3180923728035784
18,75,Individual7781,L,0.950212931632136
18,75,Individual4197,L,0.950212931632136
18,75,Individual9102,L,0.9975212478233336
18,75,Individual6043,L,0.950212931632136
18,75,Individual5910,L,0.950212931632136
18,75,Individual509,L,0.9975212478233336
18,75,Individual8306,L,0.950212931632136
18,75,Individual8233,L,0.8646647167633873
18,75,Individual2469,S,0.8646647167633873
18,75,Individual8914,L,0.950212931632136
18,75,Individual3423,L,0.9975212478233336
18,75,Individual5819,L,0.8646647167633873
18,75,Individual4124,L,0.950212931632136
18,75,Individual4368,L,0.9975212478233336
18,75,Individual2375,L,0.950212931632136
18,75,Individual2257,L,0.9975212478233336
18,75,Individual1216,L,0.8646647167633873
18,75,Individual8563,L,0.9975212478233336
18,75,Individual525,L,0.950212931632136
18,75,Individual4730,L,0.9975212478233336
18,75,Individual5733,L,0.8646647167633873
18,75,Individual5003,S,0.8646647167633873
18,75,Individual3515,S,0.8646647167633873
18,75,Individual3680,L,0.9975212478233336
18,75,Individual1156,L,0.9975212478233336
18,75,Individual5550,L,0.08554821486874875
18,75,Individual4937,S,0.6321205588285577
18,75,Individual7306,L,0.950212931632136
18,75,Individual1396,L,0.3180923728035784
18,75,Individual129,S,0.8646647167633873
18,75,Individual6446,L,0.8646647167633873
18,75,Individual6845,S,0.8646647167633873
18,75,Individual5022,L,0.8646647167633873
18,75,Individual7163,L,0.950212931632136
18,75,Individual6055,Ip,0.6321205588285577
18,75,Individual591,L,0.950212931632136
18,75,Individual6341,L,0.9975212478233336
18,75,Individual7242,L,0.9975212478233336
18,75,Individual7915,L,0.8646647167633873
18,75,Individual2057,L,0.9975212478233336
18,75,Individual2110,S,0.8646647167633873
18,75,Individual2093,L,0.8646647167633873
18,75,Individual552,L,0.8646647167633873
18,75,Individual2079,L,0.950212931632136
18,75,Individual2492,L,0.8646647167633873
18,75,Individual5673,L,0.8646647167633873
18,75,Individual8054,L,0.9975212478233336
18,75,Individual1889,L,0.8646647167633873
18,75,Individual1581,L,0.8646647167633873
18,75,Individual8411,S,0.8646647167633873
18,75,Individual5367,L,0.6321205588285577
18,75,Individual8027,L,0.9975212478233336
18,75,Individual9142,L,0.8646647167633873
18,75,Individual2282,L,0.9975212478233336
18,75,Individual7802,L,0.9975212478233336
18,75,Individual6015,L,0.950212931632136
18,75,Individual837,L,0.950212931632136
18,75,Individual504,L,0.950212931632136
18,75,Individual3830,L,0.6321205588285577
18,75,Individual386,L,0.950212931632136
18,75,Individual4976,L,0.8646647167633873
18,75,Individual3954,L,0.9975212478233336
18,75,Individual3167,L,0.950212931632136
18,75,Individual4029,L,0.9975212478233336
18,75,Individual2450,L,0.8646647167633873
18,75,Individual8193,L,0.8646647167633873
18,75,Individual3646,L,0.9975212478233336
18,75,Individual313,L,0.9975212478233336
18,75,Individual8496,S,0.6321205588285577
18,75,Individual4875,L,0.9975212478233336
18,75,Individual1476,L,0.9975212478233336
18,75,Individual5390,L,0.6321205588285577
18,75,Individual3267,L,0.9975212478233336
18,75,Individual88,L,0.9975212478233336
18,75,Individual7910,L,0.6321205588285577
18,75,Individual1059,L,0.8646647167633873
18,75,Individual5648,L,0.950212931632136
18,75,Individual8968,L,0.8646647167633873
18,75,Individual1492,L,0.8646647167633873
18,75,Individual3764,L,0.04966365856377727
18,75,Individual3145,S,0.8646647167633873
18,75,Individual3829,L,0.950212931632136
18,75,Individual2060,L,0.9975212478233336
18,75,Individual5107,L,0.9975212478233336
18,75,Individual6059,L,0.9975212478233336
18,75,Individual5776,L,0.9975212478233336
18,75,Individual1879,S,0.8646647167633873
18,75,Individual8481,S,0.6321205588285577
18,75,Individual5277,L,0.8646647167633873
18,75,Individual5453,L,0.8646647167633873
18,75,Individual6996,L,0.8646647167633873
18,75,Individual197,L,0.950212931632136
18,75,Individual6255,L,0.9975212478233336
18,75,Individual5237,L,0.9975212478233336
18,75,Individual7973,L,0.6321205588285577
18,75,Individual799,L,0.8646647167633873
18,75,Individual8270,S,0.08554821486874875
18,75,Individual8010,L,0.6321205588285577
18,75,Individual8601,L,0.9975212478233336
18,75,Individual8281,L,0.9975212478233336
18,75,Individual9165,L,0.9975212478233336
18,75,Individual814,L,0.9975212478233336
18,75,Individual3253,L,0.9975212478233336
18,75,Individual3852,L,0.9975212478233336
18,75,Individual8978,L,0.8646647167633873
18,75,Individual2948,L,0.950212931632136
18,75,Individual2972,L,0.950212931632136
18,75,Individual4074,S,0.6321205588285577
18,75,Individual9125,L,0.9975212478233336
18,75,Individual3002,L,0.6321205588285577
18,75,Individual627,L,0.9975212478233336
18,75,Individual1208,L,0.8646647167633873
18,75,Individual5830,L,0.9975212478233336
18,75,Individual5532,L,0.9975212478233336
18,75,Individual3234,L,0.6321205588285577
18,75,Individual7316,L,0.8646647167633873
18,75,Individual5982,L,0.9975212478233336
18,75,Individual6444,L,0.9975212478233336
18,75,Individual6837,L,0.950212931632136
18,75,Individual8785,L,0.8646647167633873
18,75,Individual34,L,0.6321205588285577
18,75,Individual3950,L,0.8646647167633873
18,75,Individual4979,L,0.950212931632136
18,75,Individual5238,L,0.9975212478233336
18,75,Individual3087,L,0.950212931632136
18,75,Individual2220,L,0.9975212478233336
18,75,Individual8325,L,0.950212931632136
18,75,Individual6734,L,0.8646647167633873
18,75,Individual2198,S,0.8646647167633873
18,75,Individual1945,L,0.9975212478233336
18,75,Individual4023,L,0.8646647167633873
18,75,Individual6266,L,0.8646647167633873
18,75,Individual4134,L,0.9975212478233336
18,75,Individual2422,L,0.950212931632136
18,75,Individual2004,L,0.11701964434787852
18,75,Individual3602,L,0.9975212478233336
18,75,Individual4412,L,0.9975212478233336
18,75,Individual459,L,0.950212931632136
18,75,Individual3858,L,0.6321205588285577
18,75,Individual1720,L,0.8646647167633873
18,75,Individual6438,Ip,0.8646647167633873
18,75,Individual7861,L,0.8646647167633873
18,75,Individual3742,S,0.6321205588285577
18,75,Individual3725,L,0.9975212478233336
18,75,Individual6386,L,0.9975212478233336
18,75,Individual8667,L,0.9975212478233336
18,75,Individual8056,L,0.9975212478233336
18,75,Individual2520,L,0.8646647167633873
18,75,Individual7956,L,0.950212931632136
18,75,Individual4759,L,0.9975212478233336
18,75,Individual4768,L,0.8646647167633873
18,75,Individual2206,L,0.8646647167633873
18,75,Individual5258,L,0.08554821486874875
18,75,Individual5841,L,0.3180923728035784
18,75,Individual6962,S,0.6321205588285577
18,75,Individual3820,L,0.8646647167633873
18,75,Individual3184,L,0.950212931632136
19,76,Individual4596,L,0.8646647167633873
19,76,Individual2378,S,0.8646647167633873
19,76,Individual2396,L,0.9975212478233336
19,76,Individual8245,L,0.9975212478233336
19,76,Individual7832,Ip,0.950212931632136
19,76,Individual3656,L,0.950212931632136
19,76,Individual1495,L,0.9975212478233336
19,76,Individual3233,L,0.950212931632136
19,76,Individual6720,L,0.950212931632136
19,76,Individual2501,L,0.950212931632136
19,76,Individual2737,L,0.8646647167633873
19,76,Individual5769,L,0.9975212478233336
19,76,Individual2937,L,0.8646647167633873
19,76,Individual1101,L,0.8646647167633873
19,76,Individual2012,L,0.8646647167633873
19,76,Individual1854,L,0.9975212478233336
19,76,Individual3065,L,0.9975212478233336
19,76,Individual1464,L,0.950212931632136
19,76,Individual6715,L,0.6321205588285577
19,76,Individual5154,L,0.3180923728035784
19,76,Individual8887,L,0.04966365856377727
19,76,Individual291,L,0.9975212478233336
19,76,Individual6105,L,0.8646647167633873
19,76,Individual5372,L,0.8646647167633873
19,76,Individual1415,L,0.9975212478233336
19,76,Individual3495,L,0.950212931632136
19,76,Individual6956,L,0.9975212478233336
19,76,Individual2841,L,0.8646647167633873
19,76,Individual1432,L,0.9975212478233336
19,76,Individual7550,S,0.6321205588285577
19,76,Individual5472,L,0.9975212478233336
19,76,Individual8949,L,0.8646647167633873
19,76,Individual7181,L,0.9975212478233336
19,76,Individual3704,L,0.8646647167633873
19,76,Individual3512,L,0.9975212478233336
19,76,Individual6658,L,0.08554821486874875
19,76,Individual946,L,0.9975212478233336
19,76,Individual4598,L,0.6321205588285577
19,76,Individual5407,L,0.11701964434787852
19,76,Individual3100,S,0.8646647167633873
19,76,Individual3518,L,0.8646647167633873
19,76,Individual589,L,0.8646647167633873
19,76,Individual7399,L,0.9975212478233336
19,76,Individual7209,L,0.6321205588285577
19,76,Individual3654,L,0.8646647167633873
19,76,Individual8705,L,0.8646647167633873
19,76,Individual6647,L,0.9975212478233336
19,76,Individual6668,L,0.950212931632136
19,76,Individual9116,L,0.6321205588285577
19,76,Individual2561,L,0.8646647167633873
19,76,Individual5633,L,0.950212931632136
19,76,Individual5923,L,0.9975212478233336
19,76,Individual8560,Ia,0.950212931632136
19,76,Individual8339,L,0.9975212478233336
19,76,Individual2099,L,0.3180923728035784
19,76,Individual1141,L,0.9975212478233336
19,76,Individual4248,L,0.6321205588285577
19,76,Individual1896,L,0.6321205588285577
19,76,Individual1159,L,0.9975212478233336
19,76,Individual5581,S,0.6321205588285577
19,76,Individual2867,L,0.950212931632136
19,76,Individual556,L,0.8646647167633873
19,76,Individual4786,L,0.9975212478233336
19,76,Individual1606,L,0.9975212478233336
19,76,Individual8798,L,0.8646647167633873
19,76,Individual8985,L,0.9975212478233336
19,76,Individual7519,L,0.6321205588285577
19,76,Individual5743,L,0.6321205588285577
19,76,Individual7408,L,0.6321205588285577
19,76,Individual6551,L,0.950212931632136
19,76,Individual5892,L,0.950212931632136
19,76,Individual5708,L,0.8646647167633873
19,76,Individual8945,L,0.8646647167633873
19,76,Individual1353,L,0.950212931632136
19,76,Individual5337,L,0.950212931632136
19,76,Individual3194,L,0.8646647167633873
19,76,Individual5507,L,0.8646647167633873
19,76,Individual1380,L,0.9975212478233336
19,76,Individual7875,Ip,0.9975212478233336
19,76,Individual7562,L,0.8646647167633873
19,76,Individual437,L,0.9975212478233336
19,76,Individual5191,L,0.8646647167633873
19,76,Individual979,L,0.3180923728035784
19,76,Individual218,L,0.8646647167633873
19,76,Individual8553,L,0.6321205588285577
19,76,Individual1656,L,0.9975212478233336
19,76,Individual7665,L,0.8646647167633873
19,76,Individual5426,L,0.6321205588285577
19,76,Individual3183,L,0.8646647167633873
19,76,Individual5330,L,0.9975212478233336
19,76,Individual6364,L,0.9975212478233336
19,76,Individual416,L,0.8646647167633873
19,76,Individual5451,L,0.9975212478233336
19,76,Individual415,L,0.08554821486874875
19,76,Individual6104,L,0.9975212478233336
19,76,Individual6118,L,0.8646647167633873
19,76,Individual1894,L,0.8646647167633873
19,76,Individual6167,S,0.6321205588285577
19,76,Individual1773,S,0.8646647167633873
19,76,Individual4121,L,0.6321205588285577
19,76,Individual1863,L,0.9975212478233336
19,76,Individual2289,L,0.6321205588285577
19,76,Individual7959,L,0.9975212478233336
19,76,Individual9127,L,0.950212931632136
19,76,Individual9132,S,0.6321205588285577
19,76,Individual7339,L,0.8646647167633873
