day,cycle,name,status,risk
12,50,Individual1070,L,0.8646647167633873
12,50,Individual6065,S,0.8646647167633873
12,50,Individual7396,L,0.8646647167633873
12,50,Individual8112,L,0.950212931632136
12,50,Individual7320,S,0.8646647167633873
12,50,Individual3077,L,0.8646647167633873
12,50,Individual492,L,0.8646647167633873
12,50,Individual4348,L,0.8646647167633873
12,50,Individual8887,S,0.950212931632136
12,50,Individual8270,S,0.8646647167633873
12,50,Individual2428,L,0.9975212478233336
12,50,Individual7964,L,0.8646647167633873
12,51,Individual8406,L,0.9975212478233336
12,51,Individual2618,S,0.8646647167633873
12,51,Individual7777,L,0.6321205588285577
12,51,Individual5428,L,0.8646647167633873
12,51,Individual5806,L,0.8646647167633873
12,51,Individual6434,L,0.8646647167633873
12,51,Individual8605,L,0.8646647167633873
12,51,Individual4906,L,0.8646647167633873
12,51,Individual8450,L,0.8646647167633873
12,51,Individual3936,S,0.8646647167633873
12,51,Individual5071,L,0.9975212478233336
12,51,Individual1990,L,0.9975212478233336
12,51,Individual7501,L,0.8646647167633873
12,51,Individual6219,L,0.9975212478233336
12,51,Individual3380,L,0.6321205588285577
12,51,Individual7097,L,0.950212931632136
12,51,Individual9202,L,0.9975212478233336
12,51,Individual7731,L,0.9975212478233336
12,51,Individual3152,Ip,0.6321205588285577
12,51,Individual9204,L,0.9975212478233336
12,51,Individual4536,L,0.950212931632136
12,51,Individual6932,L,0.8646647167633873
12,51,Individual1161,L,0.8646647167633873
12,51,Individual5010,S,0.6321205588285577
12,51,Individual7320,L,0.08554821486874875
12,51,Individual287,L,0.8646647167633873
12,51,Individual2226,L,0.950212931632136
12,51,Individual90,L,0.8646647167633873
12,51,Individual6964,L,0.8646647167633873
13,52,Individual7071,L,0.950212931632136
13,52,Individual4518,Ip,0.8646647167633873
13,52,Individual7623,L,0.950212931632136
13,52,Individual586,L,0.9975212478233336
13,52,Individual4833,L,0.950212931632136
13,52,Individual2660,L,0.9975212478233336
13,52,Individual8451,L,0.9975212478233336
13,52,Individual1210,L,0.9975212478233336
13,52,Individual7530,L,0.9975212478233336
13,52,Individual6599,L,0.8646647167633873
13,52,Individual3743,L,0.8646647167633873
13,52,Individual2909,L,0.8646647167633873
13,52,Individual5685,L,0.9975212478233336
13,52,Individual2134,S,0.8646647167633873
13,52,Individual5351,L,0.6321205588285577
13,52,Individual7052,S,0.8646647167633873
13,52,Individual4857,L,0.950212931632136
13,52,Individual3605,L,0.6321205588285577
13,52,Individual3313,S,0.950212931632136
13,52,Individual5734,S,0.8646647167633873
13,52,Individual3385,L,0.8646647167633873
13,52,Individual4706,L,0.950212931632136
13,52,Individual3711,L,0.9975212478233336
13,52,Individual6214,L,0.8646647167633873
13,52,Individual899,L,0.3180923728035784
13,52,Individual7813,L,0.950212931632136
13,53,Individual1044,L,0.950212931632136
13,53,Individual7329,L,0.8646647167633873
13,53,Individual64,L,0.8646647167633873
13,53,Individual4082,L,0.8646647167633873
13,53,Individual6675,L,0.9975212478233336
13,53,Individual1804,L,0.9975212478233336
13,53,Individual4281,L,0.9975212478233336
13,53,Individual1032,L,0.6321205588285577
13,53,Individual5498,L,0.950212931632136
13,53,Individual522,L,0.6321205588285577
13,53,Individual5837,L,0.950212931632136
13,53,Individual3029,L,0.8646647167633873
13,53,Individual1484,L,0.9975212478233336
13,54,Individual6457,L,0.6321205588285577
13,54,Individual3159,L,0.950212931632136
13,54,Individual2493,L,0.8646647167633873
13,54,Individual43,L,0.950212931632136
13,54,Individual5520,L,0.950212931632136
13,54,Individual6162,S,0.6321205588285577
13,54,Individual3355,S,0.6321205588285577
13,54,Individual3710,L,0.8646647167633873
13,54,Individual4328,L,0.6321205588285577
13,54,Individual2652,L,0.950212931632136
13,54,Individual3313,L,0.04730831619119759
13,54,Individual8781,L,0.9975212478233336
13,54,Individual2836,S,0.6321205588285577
13,54,Individual7113,L,0.950212931632136
13,54,Individual7542,L,0.8646647167633873
13,54,Individual8771,L,0.9975212478233336
13,54,Individual534,L,0.950212931632136
13,54,Individual4905,L,0.9975212478233336
13,54,Individual1179,L,0.950212931632136
13,54,Individual2273,L,0.08554821486874875
13,54,Individual1805,L,0.8646647167633873
13,55,Individual1622,L,0.950212931632136
13,55,Individual7685,L,0.950212931632136
13,55,Individual3445,L,0.950212931632136
13,55,Individual6170,L,0.6321205588285577
13,55,Individual3023,L,0.8646647167633873
13,55,Individual308,L,0.950212931632136
13,55,Individual2155,L,0.8646647167633873
13,55,Individual8637,L,0.6321205588285577
13,55,Individual7262,L,0.950212931632136
13,55,Individual5866,L,0.9975212478233336
13,55,Individual1553,L,0.8646647167633873
13,55,Individual5258,S,0.8646647167633873
13,55,Individual8772,L,0.6321205588285577
13,55,Individual1765,L,0.8646647167633873
13,55,Individual6667,L,0.8646647167633873
13,55,Individual1926,L,0.8646647167633873
13,55,Individual1372,S,0.950212931632136
13,55,Individual2149,S,0.8646647167633873
13,55,Individual551,L,0.9975212478233336
13,55,Individual7609,L,0.8646647167633873
13,55,Individual528,L,0.6321205588285577
14,56,Individual3038,L,0.9975212478233336
14,56,Individual4200,S,0.8646647167633873
14,56,Individual3520,L,0.6321205588285577
14,56,Individual1150,L,0.9975212478233336
14,56,Individual3255,L,0.9975212478233336
14,56,Individual6262,L,0.8646647167633873
14,56,Individual4014,L,0.950212931632136
14,57,Individual7105,L,0.9975212478233336
14,57,Individual6971,L,0.9975212478233336
14,57,Individual4079,L,0.9975212478233336
14,57,Individual7464,S,0.6321205588285577
14,57,Individual2711,L,0.8646647167633873
14,57,Individual3692,L,0.8646647167633873
14,57,Individual2700,L,0.8646647167633873
14,57,Individual3447,L,0.9975212478233336
14,57,Individual8238,L,0.8646647167633873
14,57,Individual5979,L,0.8646647167633873
14,57,Individual5745,L,0.9975212478233336
14,57,Individual7156,L,0.6321205588285577
14,57,Individual3806,L,0.950212931632136
14,58,Individual8190,L,0.8646647167633873
14,58,Individual6967,L,0.8646647167633873
14,58,Individual7666,L,0.8646647167633873
14,58,Individual7520,L,0.9975212478233336
14,58,Individual7345,L,0.9975212478233336
14,58,Individual7587,L,0.8646647167633873
14,58,Individual8789,L,0.8646647167633873
14,58,Individual8421,L,0.8646647167633873
14,58,Individual1111,L,0.8646647167633873
14,58,Individual1920,L,0.9975212478233336
14,58,Individual970,L,0.9975212478233336
14,58,Individual2511,L,0.6321205588285577
14,59,Individual6418,L,0.8646647167633873
14,59,Individual4781,L,0.8646647167633873
14,59,Individual2715,L,0.950212931632136
14,59,Individual8301,S,0.6321205588285577
14,59,Individual12,S,0.6321205588285577
14,59,Individual4081,L,0.8646647167633873
14,59,Individual3409,L,0.9975212478233336
14,59,Individual4335,L,0.950212931632136
14,59,Individual4610,L,0.8646647167633873
14,59,Individual3379,L,0.9975212478233336
14,59,Individual696,L,0.8646647167633873
14,59,Individual2457,L,0.950212931632136
14,59,Individual8609,L,0.9975212478233336
14,59,Individual7198,L,0.8646647167633873
14,59,Individual3257,L,0.9975212478233336
14,59,Individual6222,S,0.6321205588285577
14,59,Individual5137,L,0.950212931632136
14,59,Individual5047,L,0.9975212478233336
14,59,Individual3928,L,0.6321205588285577
14,59,Individual3170,L,0.9975212478233336
14,59,Individual3544,S,0.6321205588285577
14,59,Individual1129,L,0.9975212478233336
14,59,Individual4413,L,0.950212931632136
14,59,Individual3252,L,0.9975212478233336
14,59,Individual3466,L,0.8646647167633873
14,59,Individual3075,L,0.9975212478233336
14,59,Individual7773,L,0.9975212478233336
14,59,Individual314,L,0.8646647167633873
14,59,Individual7837,L,0.8646647167633873
14,59,Individual3300,L,0.6321205588285577
15,60,Individual4482,L,0.950212931632136
15,60,Individual2885,L,0.950212931632136
15,60,Individual828,L,0.9975212478233336
15,60,Individual3969,L,0.6321205588285577
15,60,Individual5959,L,0.9975212478233336
15,60,Individual1360,L,0.9975212478233336
15,60,Individual1750,L,0.950212931632136
15,60,Individual848,L,0.8646647167633873
15,60,Individual1821,L,0.6321205588285577
15,60,Individual9056,L,0.9975212478233336
15,60,Individual3504,L,0.9975212478233336
15,60,Individual3997,L,0.8646647167633873
15,60,Individual3493,L,0.9975212478233336
15,60,Individual5594,L,0.9975212478233336
15,60,Individual4353,L,0.9975212478233336
15,60,Individual1779,L,0.950212931632136
15,60,Individual2025,L,0.9975212478233336
15,60,Individual4152,L,0.9975212478233336
15,60,Individual7102,L,0.950212931632136
15,60,Individual7241,L,0.9975212478233336
15,60,Individual8184,L,0.9975212478233336
15,60,Individual2410,S,0.6321205588285577
15,60,Individual7561,L,0.6321205588285577
15,60,Individual6470,L,0.8646647167633873
15,60,Individual1328,S,0.8646647167633873
15,60,Individual3885,L,0.950212931632136
15,60,Individual7068,L,0.9975212478233336
15,60,Individual7275,L,0.8646647167633873
15,60,Individual8885,L,0.9975212478233336
15,60,Individual4416,L,0.6321205588285577
15,60,Individual2614,L,0.9975212478233336
15,60,Individual4053,L,0.950212931632136
15,60,Individual8288,L,0.950212931632136
15,60,Individual1835,L,0.8646647167633873
15,60,Individual6209,L,0.950212931632136
15,60,Individual4668,L,0.6321205588285577
15,61,Individual3421,L,0.9975212478233336
15,61,Individual8342,L,0.6321205588285577
15,61,Individual9039,L,0.23254415793482963
15,61,Individual3992,L,0.8646647167633873
15,61,Individual5362,L,0.8646647167633873
15,61,Individual1996,L,0.8646647167633873
15,61,Individual9092,S,0.8646647167633873
15,61,Individual4266,L,0.9975212478233336
15,61,Individual4762,L,0.9975212478233336
15,61,Individual3632,L,0.950212931632136
15,61,Individual2747,L,0.950212931632136
15,61,Individual5972,L,0.8646647167633873
15,61,Individual6732,L,0.950212931632136
15,61,Individual1362,L,0.8646647167633873
15,61,Individual3472,L,0.950212931632136
15,61,Individual2758,S,0.6321205588285577
15,61,Individual6135,L,0.950212931632136
15,61,Individual7500,L,0.8646647167633873
15,61,Individual8593,L,0.8646647167633873
15,61,Individual25,L,0.9975212478233336
15,61,Individual7576,L,0.9975212478233336
15,61,Individual5297,L,0.8646647167633873
15,61,Individual2817,L,0.6321205588285577
15,61,Individual2751,L,0.950212931632136
15,61,Individual7730,L,0.950212931632136
15,61,Individual7206,L,0.950212931632136
15,61,Individual1405,L,0.8646647167633873
15,61,Individual1649,S,0.6321205588285577
15,61,Individual480,L,0.6321205588285577
15,61,Individual8204,L,0.6321205588285577
15,61,Individual494,L,0.8646647167633873
15,62,Individual295,L,0.9975212478233336
15,62,Individual824,S,0.6321205588285577
15,62,Individual3645,S,0.6321205588285577
15,62,Individual121,L,0.950212931632136
15,62,Individual7090,L,0.8646647167633873
15,62,Individual2479,L,0.950212931632136
15,62,Individual2120,L,0.8646647167633873
15,62,Individual8020,L,0.9975212478233336
15,62,Individual5012,L,0.9975212478233336
15,62,Individual5887,L,0.9975212478233336
15,62,Individual2478,L,0.8646647167633873
15,62,Individual6267,L,0.9975212478233336
15,62,Individual6179,L,0.950212931632136
15,62,Individual5880,L,0.950212931632136
15,62,Individual7822,S,0.6321205588285577
15,62,Individual87,L,0.9975212478233336
15,62,Individual7155,L,0.9975212478233336
15,62,Individual4244,L,0.8646647167633873
15,62,Individual8604,L,0.9975212478233336
15,62,Individual4835,L,0.8646647167633873
15,62,Individual1828,L,0.8646647167633873
15,62,Individual7812,L,0.8646647167633873
15,62,Individual4716,L,0.8646647167633873
15,62,Individual5548,L,0.8646647167633873
15,62,Individual3667,L,0.950212931632136
15,62,Individual2775,L,0.8646647167633873
15,62,Individual2612,L,0.6321205588285577
15,62,Individual2533,L,0.6321205588285577
15,62,Individual6066,L,0.8646647167633873
15,62,Individual4800,L,0.8646647167633873
15,62,Individual8590,L,0.8646647167633873
15,62,Individual1065,L,0.8646647167633873
15,62,Individual6282,S,0.8646647167633873
15,62,Individual5619,L,0.9975212478233336
15,62,Individual5122,S,0.6321205588285577
15,62,Individual6089,L,0.8646647167633873
15,62,Individual5041,L,0.9975212478233336
15,62,Individual477,L,0.9975212478233336
15,62,Individual6622,L,0.8646647167633873
15,62,Individual7811,L,0.950212931632136
15,63,Individual6021,L,0.950212931632136
15,63,Individual215,L,0.6321205588285577
15,63,Individual6772,L,0.8646647167633873
15,63,Individual7304,L,0.9975212478233336
15,63,Individual2274,L,0.8646647167633873
15,63,Individual3650,L,0.8646647167633873
15,63,Individual6559,L,0.9975212478233336
15,63,Individual1929,L,0.8646647167633873
15,63,Individual448,L,0.950212931632136
15,63,Individual6215,L,0.9975212478233336
15,63,Individual1830,S,0.8646647167633873
15,63,Individual3315,L,0.8646647167633873
15,63,Individual8242,L,0.8646647167633873
15,63,Individual7974,L,0.950212931632136
15,63,Individual3554,S,0.8646647167633873
15,63,Individual1193,L,0.950212931632136
15,63,Individual7347,L,0.950212931632136
15,63,Individual7689,L,0.6321205588285577
15,63,Individual2214,L,0.9975212478233336
15,63,Individual6688,L,0.6321205588285577
15,63,Individual8119,S,0.6321205588285577
15,63,Individual4942,L,0.8646647167633873
15,63,Individual7651,L,0.6321205588285577
15,63,Individual6311,L,0.8646647167633873
15,63,Individual8582,L,0.6321205588285577
15,63,Individual327,L,0.9975212478233336
15,63,Individual5953,L,0.8646647167633873
15,63,Individual4299,L,0.9975212478233336
15,63,Individual3977,L,0.8646647167633873
15,63,Individual5281,S,0.8646647167633873
15,63,Individual5460,L,0.8646647167633873
15,63,Individual7231,L,0.9975212478233336
15,63,Individual6154,L,0.8646647167633873
15,63,Individual8555,L,0.9975212478233336
15,63,Individual2923,L,0.8646647167633873
15,63,Individual1368,S,0.6321205588285577
15,63,Individual1241,L,0.950212931632136
15,63,Individual2860,L,0.8646647167633873
15,63,Individual12,S,0.3180923728035784
15,63,Individual2606,S,0.8646647167633873
15,63,Individual788,L,0.9975212478233336
15,63,Individual6669,S,0.6321205588285577
15,63,Individual7598,L,0.950212931632136
15,63,Individual1532,L,0.950212931632136
15,63,Individual4820,L,0.8646647167633873
15,63,Individual7976,L,0.9975212478233336
15,63,Individual8792,L,0.8646647167633873
15,63,Individual9129,L,0.9975212478233336
15,63,Individual3276,Ia,0.9975212478233336
15,63,Individual4563,L,0.9975212478233336
15,63,Individual5671,L,0.8646647167633873
15,63,Individual6050,S,0.6321205588285577
15,63,Individual3206,L,0.8646647167633873
15,63,Individual8681,S,0.6321205588285577
15,63,Individual2916,L,0.9975212478233336
15,63,Individual5577,L,0.9975212478233336
15,63,Individual3221,L,0.950212931632136
15,63,Individual5639,L,0.8646647167633873
15,63,Individual6702,L,0.950212931632136
15,63,Individual6597,L,0.8646647167633873
15,63,Individual4971,L,0.950212931632136
15,63,Individual4306,Ip,0.8646647167633873
15,63,Individual2205,L,0.8646647167633873
15,63,Individual2862,L,0.8646647167633873
15,63,Individual6539,L,0.8646647167633873
15,63,Individual4850,L,0.9975212478233336
15,63,Individual9159,L,0.8646647167633873
15,63,Individual8473,L,0.9975212478233336
16,64,Individual5613,L,0.9975212478233336
16,64,Individual3884,L,0.9975212478233336
16,64,Individual921,L,0.950212931632136
16,64,Individual8900,S,0.6321205588285577
16,64,Individual8375,S,0.6321205588285577
16,64,Individual2382,S,0.8646647167633873
16,64,Individual7015,L,0.950212931632136
16,64,Individual9071,S,0.6321205588285577
16,64,Individual6858,L,0.950212931632136
16,64,Individual1815,S,0.6321205588285577
16,64,Individual4874,L,0.8646647167633873
16,64,Individual7504,L,0.950212931632136
16,64,Individual6493,L,0.8646647167633873
16,64,Individual3413,S,0.6321205588285577
16,64,Individual3286,L,0.9975212478233336
16,64,Individual784,L,0.9975212478233336
16,64,Individual6884,L,0.950212931632136
16,64,Individual1097,L,0.6321205588285577
16,64,Individual8334,L,0.9975212478233336
16,64,Individual2342,L,0.9975212478233336
16,64,Individual7282,L,0.950212931632136
16,64,Individual6898,S,0.8646647167633873
16,64,Individual3030,L,0.8646647167633873
16,64,Individual2637,L,0.9975212478233336
16,64,Individual7203,L,0.950212931632136
16,64,Individual7239,L,0.8646647167633873
16,64,Individual2554,L,0.6321205588285577
16,64,Individual3500,L,0.9975212478233336
16,64,Individual9058,S,0.6321205588285577
16,64,Individual4034,L,0.950212931632136
16,64,Individual6686,S,0.8646647167633873
16,64,Individual2886,L,0.950212931632136
16,64,Individual7114,S,0.6321205588285577
16,64,Individual8313,L,0.8646647167633873
16,64,Individual6245,L,0.8646647167633873
16,64,Individual6117,L,0.9975212478233336
16,64,Individual4931,S,0.8646647167633873
16,64,Individual152,L,0.8646647167633873
16,64,Individual1657,L,0.8646647167633873
16,64,Individual1733,L,0.9975212478233336
16,64,Individual5647,L,0.9975212478233336
16,64,Individual2822,L,0.950212931632136
16,64,Individual5621,L,0.9975212478233336
16,64,Individual4927,L,0.8646647167633873
16,64,Individual2248,L,0.9975212478233336
16,64,Individual8044,L,0.950212931632136
16,64,Individual8809,L,0.9975212478233336
16,65,Individual2772,L,0.9975212478233336
16,65,Individual2788,L,0.8646647167633873
16,65,Individual6555,L,0.9975212478233336
16,65,Individual342,L,0.9975212478233336
16,65,Individual3281,L,0.950212931632136
16,65,Individual2831,L,0.9975212478233336
16,65,Individual979,S,0.6321205588285577
16,65,Individual7985,L,0.9975212478233336
16,65,Individual8352,L,0.8646647167633873
16,65,Individual4375,L,0.9975212478233336
16,65,Individual3118,S,0.8646647167633873
16,65,Individual4956,L,0.8646647167633873
16,65,Individual4249,L,0.6321205588285577
16,65,Individual5023,L,0.8646647167633873
16,65,Individual352,L,0.04966365856377727
16,65,Individual1175,S,0.8646647167633873
16,65,Individual7548,L,0.9975212478233336
16,65,Individual7481,L,0.9975212478233336
16,65,Individual3275,L,0.8646647167633873
16,65,Individual1177,S,0.950212931632136
16,65,Individual5612,L,0.9975212478233336
16,65,Individual685,S,0.6321205588285577
16,65,Individual5773,L,0.9975212478233336
16,65,Individual6815,L,0.9975212478233336
16,65,Individual5942,L,0.6321205588285577
16,65,Individual5407,S,0.8646647167633873
16,65,Individual6903,L,0.9975212478233336
16,65,Individual1619,L,0.9975212478233336
16,65,Individual3098,Ia,0.6321205588285577
16,65,Individual716,S,0.6321205588285577
16,65,Individual1398,L,0.8646647167633873
16,65,Individual1386,L,0.6321205588285577
16,65,Individual1758,L,0.950212931632136
16,65,Individual1561,L,0.9975212478233336
16,65,Individual2631,L,0.950212931632136
16,65,Individual3627,L,0.8646647167633873
16,65,Individual2617,L,0.9975212478233336
16,65,Individual1318,S,0.6321205588285577
16,65,Individual4909,L,0.950212931632136
16,65,Individual5903,S,0.6321205588285577
16,66,Individual2381,L,0.8646647167633873
16,66,Individual7194,L,0.8646647167633873
16,66,Individual5772,S,0.6321205588285577
16,66,Individual8096,L,0.8646647167633873
16,66,Individual4697,L,0.3180923728035784
16,66,Individual2698,L,0.950212931632136
16,66,Individual4122,L,0.8646647167633873
16,66,Individual4004,S,0.8646647167633873
16,66,Individual8722,L,0.950212931632136
16,66,Individual5836,L,0.9975212478233336
16,66,Individual8024,L,0.9975212478233336
16,66,Individual3936,L,0.11701964434787852
16,66,Individual6045,L,0.9975212478233336
16,66,Individual5818,L,0.950212931632136
16,66,Individual6032,L,0.9975212478233336
16,66,Individual4846,L,0.9975212478233336
16,66,Individual438,L,0.6321205588285577
16,66,Individual8097,L,0.950212931632136
16,66,Individual7696,S,0.6321205588285577
16,66,Individual7737,L,0.9975212478233336
16,66,Individual6130,L,0.8646647167633873
16,66,Individual3067,L,0.6321205588285577
16,66,Individual5215,L,0.9975212478233336
16,66,Individual7986,L,0.8646647167633873
16,66,Individual3733,L,0.8646647167633873
16,66,Individual4097,L,0.8646647167633873
16,66,Individual5719,Ip,0.9975212478233336
16,66,Individual4535,L,0.9975212478233336
16,66,Individual3242,L,0.6321205588285577
16,66,Individual5760,L,0.9975212478233336
16,66,Individual8394,L,0.9975212478233336
16,66,Individual584,L,0.950212931632136
16,66,Individual2983,L,0.950212931632136
16,66,Individual6462,L,0.8646647167633873
16,66,Individual4955,L,0.950212931632136
16,66,Individual634,L,0.6321205588285577
16,66,Individual6616,L,0.9975212478233336
16,66,Individual1531,L,0.8646647167633873
16,66,Individual4961,L,0.9975212478233336
16,66,Individual8205,S,0.6321205588285577
16,66,Individual898,S,0.8646647167633873
16,66,Individual7547,L,0.9975212478233336
16,66,Individual8188,L,0.8646647167633873
16,66,Individual7293,L,0.950212931632136
16,66,Individual189,L,0.8646647167633873
16,66,Individual6836,L,0.950212931632136
16,66,Individual5117,L,0.9975212478233336
16,66,Individual5069,L,0.8646647167633873
16,66,Individual8694,L,0.9975212478233336
16,66,Individual8891,L,0.9975212478233336
16,66,Individual8856,L,0.9975212478233336
16,66,Individual3189,L,0.9975212478233336
16,66,Individual5264,L,0.9975212478233336
16,66,Individual6282,L,0.08554821486874875
16,66,Individual7283,S,0.6321205588285577
16,66,Individual6710,L,0.9975212478233336
16,66,Individual2991,L,0.8646647167633873
16,66,Individual8520,L,0.8646647167633873
16,66,Individual7949,L,0.9975212478233336
16,66,Individual4441,L,0.9975212478233336
16,66,Individual1028,L,0.8646647167633873
16,66,Individual5921,L,0.6321205588285577
16,67,Individual5177,L,0.6321205588285577
16,67,Individual4829,L,0.8646647167633873
16,67,Individual7186,L,0.9975212478233336
16,67,Individual798,L,0.8646647167633873
16,67,Individual6625,L,0.8646647167633873
16,67,Individual9169,S,0.6321205588285577
16,67,Individual6442,L,0.9975212478233336
16,67,Individual2441,L,0.950212931632136
16,67,Individual4734,L,0.950212931632136
16,67,Individual1255,L,0.9975212478233336
16,67,Individual8409,L,0.8646647167633873
16,67,Individual6112,L,0.9975212478233336
16,67,Individual6368,L,0.9975212478233336
16,67,Individual3124,L,0.9975212478233336
16,67,Individual7073,L,0.8646647167633873
16,67,Individual6313,L,0.9975212478233336
16,67,Individual858,L,0.9975212478233336
16,67,Individual2761,L,0.6321205588285577
16,67,Individual689,L,0.9975212478233336
16,67,Individual3090,L,0.8646647167633873
